district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
lodhran,2006,wheat,20.9,15.39,14.07,21.61,24.59,19.81,27.67,28.17,0.12,0.0,0.94,2.81,1.063897,8.59968,7.68558,1199.1902834008097
lodhran,2007,wheat,21.73,14.61,14.27,17.45,36.89,50.99,34.54,53.26,3.8,21.14,0.04,49.49,1.063897,8.59968,7.68558,1044.9392712550607
lodhran,2008,wheat,22.64,14.84,12.8,16.05,22.71,33.79,30.32,30.1,0.0,2.35,2.67,12.07,1.063897,8.59968,7.68558,1302.4291497975707
lodhran,2009,wheat,21.8,16.88,14.39,17.94,22.48,44.1,54.25,41.28,0.0,41.03,20.64,1.88,1.063897,8.59968,7.68558,1198.3805668016194
lodhran,2010,wheat,20.53,16.37,15.3,18.31,24.2,28.31,28.41,26.48,0.88,1.03,0.48,1.49,1.063897,8.59968,7.68558,1263.157894736842
lodhran,2011,wheat,21.7,14.36,13.66,17.04,23.02,24.57,25.99,41.5,0.45,0.9,0.69,12.71,1.063897,8.59968,7.68558,1214.574898785425
lodhran,2012,wheat,23.85,15.38,12.94,14.89,32.66,22.38,31.86,25.04,0.0,0.89,0.3,0.87,1.063897,8.59968,7.68558,1283.400809716599
lodhran,2013,wheat,20.96,15.64,13.65,16.13,26.78,33.68,28.63,53.87,0.0,2.4,0.19,57.01,1.063897,8.59968,7.68558,1323.8866396761132
lodhran,2014,wheat,21.36,16.07,14.15,16.09,29.16,24.05,33.6,30.89,0.1,0.0,4.06,1.41,1.063897,8.59968,7.68558,1263.9676113360322
lodhran,2015,wheat,21.74,15.27,14.0,18.11,24.07,25.76,39.24,40.99,0.09,0.0,1.57,12.11,1.063897,8.59968,7.68558,1371.2550607287449
lodhran,2016,wheat,20.97,15.9,15.43,18.21,31.98,26.23,31.82,23.17,0.01,0.0,0.58,3.51,1.063897,8.59968,7.68558,1572.0647773279352
lodhran,2017,wheat,21.91,18.98,13.86,18.71,21.07,24.65,41.57,28.75,0.0,0.0,10.9,4.47,1.063897,8.59968,7.68558,1382.995951417004
lodhran,2018,wheat,20.9,15.73,15.05,19.06,28.59,32.03,26.44,29.28,3.0,11.05,0.0,2.5,1.063897,8.59968,7.68558,1371.65991902834
lodhran,2019,wheat,21.94,15.23,12.99,14.59,24.16,31.77,48.77,48.89,0.0,8.5,19.24,20.92,1.063897,8.59968,7.68558,1362.753036437247
lodhran,2020,wheat,20.56,14.49,12.19,17.53,49.09,41.52,57.1,41.14,16.42,10.98,27.1,4.35,1.063897,8.59968,7.68558,1368.4210526315787
lodhran,2021,wheat,19.68,14.15,12.92,18.79,37.93,55.63,48.49,38.27,177.32,7.74,4.81,0.0,1.063897,8.59968,7.68558,1523.481781376518
lodhran,2022,wheat,21.64,15.73,13.93,17.69,24.53,29.86,55.02,38.53,0.0,0.7,31.44,0.84,1.063897,8.59968,7.68558,1549.3927125506073
lodhran,2023,wheat,22.52,17.31,12.75,20.8,36.06,33.38,32.76,27.19,2.7,1.26,2.83,0.73,1.063897,8.59968,7.68558,1603.6437246963562
lodhran,2024,wheat,22.0,16.89,14.53,17.11,41.71,34.74,37.96,32.9,0.76,0.0,0.3,7.57,1.063897,8.59968,7.68558,1368.4210526315787
mandi bahauddin,1981,wheat,19.43,13.58,12.18,14.79,54.34,63.23,62.24,61.33,14.34,34.45,115.08,49.97,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1982,wheat,18.61,14.59,12.68,11.81,35.27,34.65,47.74,64.78,9.87,4.91,42.27,217.05,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1983,wheat,19.62,13.12,11.51,14.21,36.5,53.63,50.69,51.78,20.05,57.42,30.49,31.22,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1984,wheat,18.71,14.11,12.17,12.89,29.9,32.02,30.23,38.23,0.59,0.36,1.33,40.47,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1985,wheat,18.35,12.48,11.63,16.05,36.63,44.88,58.12,29.02,22.33,27.74,7.43,4.87,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1986,wheat,19.03,14.55,11.7,13.8,31.17,49.58,45.17,56.26,1.91,47.55,6.11,76.4,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1987,wheat,19.63,12.61,13.33,15.97,35.04,49.38,48.48,50.96,24.02,45.09,8.7,66.83,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1988,wheat,20.52,15.32,14.25,16.5,14.97,16.84,41.77,35.55,0.0,1.37,11.94,23.51,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1989,wheat,19.36,15.51,11.35,13.89,27.01,40.7,52.46,45.6,3.91,55.52,33.54,8.55,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1990,wheat,19.81,14.67,14.36,14.83,24.46,43.48,51.67,56.67,4.12,32.49,15.86,82.08,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1991,wheat,19.78,14.3,12.31,15.52,32.61,41.29,47.53,38.15,1.49,36.28,0.8,15.55,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1992,wheat,19.52,15.76,13.15,13.8,22.66,41.48,58.91,57.66,3.43,16.62,70.38,46.19,1.159,13.455,7.699,948.4240406812912
mandi bahauddin,1993,wheat,18.27,15.12,11.69,17.5,41.2,48.64,50.47,39.38,30.9,5.16,20.25,36.24,1.159,13.455,7.699,902.0242914979756
mandi bahauddin,1994,wheat,20.64,15.79,13.96,14.94,20.93,16.81,40.34,41.83,2.79,0.0,18.15,26.1,1.159,13.455,7.699,877.327935222672
mandi bahauddin,1995,wheat,20.59,14.16,11.89,14.61,32.93,42.54,50.77,53.26,0.37,38.62,44.54,80.87,1.159,13.455,7.699,814.574898785425
mandi bahauddin,1996,wheat,18.62,14.42,12.44,15.58,32.57,41.87,43.52,53.85,10.72,3.98,39.65,78.2,1.159,13.455,7.699,821.0526315789473
mandi bahauddin,1997,wheat,17.99,14.7,12.87,15.21,31.44,25.26,35.94,39.86,2.31,1.27,28.75,9.57,1.159,13.455,7.699,962.3481781376518
mandi bahauddin,1998,wheat,18.98,13.41,12.73,15.55,38.46,47.01,37.18,40.6,17.08,1.04,4.53,21.94,1.159,13.455,7.699,906.4777327935224
mandi bahauddin,1999,wheat,21.04,16.59,12.63,16.97,15.48,18.26,53.98,48.35,0.0,0.31,48.61,4.04,1.159,13.455,7.699,1204.4534412955466
mandi bahauddin,2000,wheat,21.22,16.52,13.43,13.6,22.63,16.94,44.24,50.14,7.0,0.0,57.57,25.78,1.159,13.455,7.699,1029.14979757085
mandi bahauddin,2001,wheat,20.32,15.43,12.39,17.09,21.01,33.71,36.7,24.19,4.05,19.26,0.98,3.75,1.159,13.455,7.699,1095.9514170040486
mandi bahauddin,2002,wheat,20.8,16.02,14.12,15.78,22.24,29.93,35.79,33.9,2.54,3.85,9.67,14.57,1.159,13.455,7.699,1125.101214574899
mandi bahauddin,2003,wheat,20.88,15.39,13.08,15.73,29.04,41.85,39.87,53.18,13.85,12.79,7.35,108.43,1.159,13.455,7.699,1009.3117408906882
mandi bahauddin,2004,wheat,17.67,15.01,12.69,16.37,39.05,49.68,60.85,46.03,5.45,36.49,40.97,11.63,1.159,13.455,7.699,1085.4251012145749
mandi bahauddin,2005,wheat,20.7,15.88,11.7,13.41,30.98,39.6,51.81,65.6,2.19,16.83,42.72,58.7,1.159,13.455,7.699,1129.5546558704452
mandi bahauddin,2006,wheat,19.12,14.45,12.3,19.78,26.04,20.2,49.02,39.95,1.94,0.0,31.19,13.66,1.159,13.455,7.699,1067.2064777327937
mandi bahauddin,2007,wheat,18.75,12.89,12.21,14.82,57.13,60.2,48.71,66.12,16.78,62.86,0.14,102.02,1.159,13.455,7.699,1038.0566801619432
mandi bahauddin,2008,wheat,20.44,13.7,10.99,14.15,30.53,39.04,47.02,44.93,7.98,1.55,43.27,8.21,1.159,13.455,7.699,1095.9514170040486
mandi bahauddin,2009,wheat,20.04,15.75,13.86,16.22,33.7,47.2,55.01,50.72,2.95,28.67,35.41,29.06,1.159,13.455,7.699,1040.485829959514
mandi bahauddin,2010,wheat,19.5,15.29,14.19,15.67,29.91,29.19,27.31,51.67,8.44,0.61,15.28,54.8,1.159,13.455,7.699,1052.6315789473683
mandi bahauddin,2011,wheat,19.44,13.26,11.96,14.37,42.25,41.34,43.44,57.49,16.7,14.86,1.75,45.97,1.159,13.455,7.699,1101.2145748987853
mandi bahauddin,2012,wheat,20.65,14.77,11.26,12.53,42.93,26.29,48.84,51.57,1.1,0.61,41.76,20.66,1.159,13.455,7.699,1149.7975708502024
mandi bahauddin,2013,wheat,19.21,14.45,11.34,14.67,31.79,42.48,45.03,60.9,2.59,27.09,9.4,93.53,1.159,13.455,7.699,1048.582995951417
mandi bahauddin,2014,wheat,18.6,14.74,13.15,14.5,37.81,30.91,37.02,42.91,10.98,1.84,10.92,8.59,1.159,13.455,7.699,987.8542510121456
mandi bahauddin,2015,wheat,18.51,13.68,12.68,16.33,46.08,36.2,43.81,54.08,6.45,0.0,18.36,42.0,1.159,13.455,7.699,1041.7004048582994
mandi bahauddin,2016,wheat,19.05,14.79,14.0,16.74,46.46,41.74,43.7,41.51,7.38,13.29,14.0,24.34,1.159,13.455,7.699,1266.3967611336031
mandi bahauddin,2017,wheat,20.68,17.37,12.34,16.54,25.56,23.9,56.81,51.16,0.93,0.09,76.28,18.5,1.159,13.455,7.699,1142.1052631578946
mandi bahauddin,2018,wheat,19.16,14.61,13.56,16.66,33.65,38.61,33.06,41.27,5.15,19.22,3.27,34.78,1.159,13.455,7.699,1051.821862348178
mandi bahauddin,2019,wheat,19.39,13.44,11.15,13.6,41.56,42.1,58.77,60.92,10.56,11.07,49.58,91.9,1.159,13.455,7.699,1136.8421052631577
mandi bahauddin,2020,wheat,18.76,12.66,10.71,15.15,59.7,49.42,64.89,59.13,28.34,30.29,75.89,146.1,1.159,13.455,7.699,1216.1943319838056
mandi bahauddin,2021,wheat,16.88,13.04,11.89,16.95,55.03,61.8,63.38,58.45,37.21,36.69,81.08,83.06,1.159,13.455,7.699,1133.1983805668017
mandi bahauddin,2022,wheat,17.4,12.92,11.52,13.97,55.39,54.35,72.58,65.49,0.07,16.76,149.8,34.82,1.159,13.455,7.699,1310.9311740890687
mandi bahauddin,2023,wheat,17.71,14.19,10.73,16.74,64.55,60.26,64.81,53.99,46.38,6.35,48.1,4.99,1.159,13.455,7.699,1278.542510121457
mandi bahauddin,2024,wheat,18.93,14.1,12.33,13.95,63.76,56.58,55.59,52.53,41.31,0.79,12.67,39.13,1.159,13.455,7.699,1216.1943319838056
mianwali,1981,wheat,19.43,13.58,11.57,14.75,54.34,63.23,55.94,51.14,14.34,34.45,39.86,34.04,1.14445,10.43581,7.73821,1016.1943319838056
mianwali,1982,wheat,18.89,14.38,12.37,11.66,26.43,33.6,39.37,56.38,4.25,3.02,13.63,76.88,1.14445,10.43581,7.73821,486.6396761133603
mianwali,1983,wheat,18.67,11.99,11.04,13.76,39.26,53.73,50.89,48.28,19.25,57.72,9.69,7.25,1.14445,10.43581,7.73821,462.34817813765176
mianwali,1984,wheat,18.64,13.64,11.13,11.98,19.48,31.75,33.41,36.38,0.31,0.49,1.31,12.99,1.14445,10.43581,7.73821,419.8380566801619
mianwali,1985,wheat,18.5,11.81,11.26,16.03,31.14,41.8,51.24,26.0,25.33,14.91,2.22,4.47,1.14445,10.43581,7.73821,511.3360323886639
mianwali,1986,wheat,19.38,13.63,11.06,13.15,25.16,45.26,44.48,52.35,1.55,46.36,3.67,43.71,1.14445,10.43581,7.73821,498.7854251012145
mianwali,1987,wheat,19.35,12.66,13.51,16.04,30.17,46.6,35.72,41.14,20.32,10.44,2.1,41.34,1.14445,10.43581,7.73821,513.3603238866397
mianwali,1988,wheat,20.48,14.89,13.89,16.17,14.65,17.49,39.64,30.64,0.04,0.56,8.4,5.71,1.14445,10.43581,7.73821,561.5384615384615
mianwali,1989,wheat,19.76,14.76,10.7,12.74,17.19,38.26,46.72,38.21,0.32,36.7,16.32,2.51,1.14445,10.43581,7.73821,565.9919028340081
mianwali,1990,wheat,19.53,14.07,13.24,13.76,24.72,47.38,54.02,56.23,1.84,26.55,14.78,68.63,1.14445,10.43581,7.73821,590.2834008097166
mianwali,1991,wheat,20.25,13.28,11.93,13.83,22.84,42.06,39.36,38.76,1.57,19.78,0.22,14.69,1.14445,10.43581,7.73821,608.9068825910931
mianwali,1992,wheat,19.09,15.06,12.63,13.55,22.95,41.08,48.73,51.64,1.81,5.07,37.78,43.21,1.14445,10.43581,7.73821,550.6072874493926
mianwali,1993,wheat,18.35,15.12,10.55,17.39,31.22,44.23,44.3,32.45,11.89,8.25,10.61,16.82,1.14445,10.43581,7.73821,575.3036437246963
mianwali,1994,wheat,20.03,15.22,12.96,13.43,21.22,20.45,33.61,41.7,1.6,0.0,4.66,23.91,1.14445,10.43581,7.73821,596.7611336032388
mianwali,1995,wheat,20.4,13.15,11.69,14.98,31.66,40.87,45.97,40.29,0.48,17.93,12.42,20.25,1.14445,10.43581,7.73821,629.1497975708502
mianwali,1996,wheat,18.9,13.59,11.6,15.33,22.23,36.09,40.79,48.64,3.72,2.07,19.84,34.68,1.14445,10.43581,7.73821,624.2914979757085
mianwali,1997,wheat,17.76,13.95,12.47,14.79,23.9,24.91,31.99,29.96,5.71,0.77,12.87,4.51,1.14445,10.43581,7.73821,736.0323886639676
mianwali,1998,wheat,17.84,12.42,11.92,14.65,43.8,48.44,40.32,43.23,16.19,2.09,7.33,24.17,1.14445,10.43581,7.73821,768.825910931174
mianwali,1999,wheat,20.29,16.48,12.05,15.67,15.76,20.35,53.56,54.66,0.06,4.11,48.18,15.77,1.14445,10.43581,7.73821,655.4655870445343
mianwali,2000,wheat,20.17,15.8,12.57,12.59,23.82,19.13,42.11,46.5,3.11,0.0,34.73,15.49,1.14445,10.43581,7.73821,606.4777327935223
mianwali,2001,wheat,19.45,14.68,11.65,15.72,20.06,35.87,45.13,26.36,2.23,37.15,1.4,0.77,1.14445,10.43581,7.73821,717.0040485829959
mianwali,2002,wheat,20.2,15.61,13.62,14.52,25.3,33.31,29.47,36.85,6.15,1.07,1.71,63.9,1.14445,10.43581,7.73821,791.9028340080971
mianwali,2003,wheat,19.78,14.62,12.59,14.83,32.78,40.26,44.64,50.69,10.26,24.22,3.66,37.79,1.14445,10.43581,7.73821,821.8623481781375
mianwali,2004,wheat,18.22,14.51,12.4,16.18,24.75,38.2,55.3,43.97,2.05,8.4,26.71,11.27,1.14445,10.43581,7.73821,901.6194331983804
mianwali,2005,wheat,20.06,15.58,11.26,12.2,30.98,35.75,46.7,59.85,2.01,6.84,26.54,35.08,1.14445,10.43581,7.73821,831.9838056680161
mianwali,2006,wheat,18.84,14.01,11.4,18.52,25.76,20.95,41.53,44.86,4.54,0.49,13.48,24.87,1.14445,10.43581,7.73821,841.7004048582995
mianwali,2007,wheat,18.9,12.32,12.17,14.48,51.17,55.49,46.77,64.96,24.16,61.01,3.83,108.94,1.14445,10.43581,7.73821,742.914979757085
mianwali,2008,wheat,20.2,13.56,10.23,13.82,29.44,36.43,44.37,37.05,4.0,1.88,29.07,5.16,1.14445,10.43581,7.73821,766.8016194331983
mianwali,2009,wheat,20.26,15.3,13.04,15.29,24.25,37.94,51.65,49.54,2.25,17.83,23.13,30.61,1.14445,10.43581,7.73821,846.1538461538461
mianwali,2010,wheat,18.78,14.52,13.62,14.37,27.46,31.5,31.88,51.65,1.53,2.45,18.37,35.83,1.14445,10.43581,7.73821,967.6113360323886
mianwali,2011,wheat,19.06,13.04,11.89,13.28,35.4,29.2,36.09,59.41,1.85,4.12,1.76,36.9,1.14445,10.43581,7.73821,890.6882591093116
mianwali,2012,wheat,20.47,13.66,10.21,10.87,41.33,23.55,43.35,46.7,6.09,0.07,13.94,22.4,1.14445,10.43581,7.73821,1012.1457489878542
mianwali,2013,wheat,18.51,13.8,11.28,13.66,35.15,42.57,39.22,59.44,3.4,21.42,4.12,78.76,1.14445,10.43581,7.73821,1012.1457489878542
mianwali,2014,wheat,18.68,14.72,13.11,13.33,37.75,27.96,31.53,43.95,10.69,0.37,1.87,19.52,1.14445,10.43581,7.73821,719.0283400809716
mianwali,2015,wheat,18.11,13.62,12.46,14.97,44.63,36.23,41.1,57.46,5.03,0.0,20.71,36.7,1.14445,10.43581,7.73821,808.502024291498
mianwali,2016,wheat,18.62,14.49,13.58,16.72,44.86,35.05,44.89,32.06,17.24,6.1,12.81,10.32,1.14445,10.43581,7.73821,1182.1862348178138
mianwali,2017,wheat,20.47,17.48,11.21,15.38,22.89,25.64,55.43,48.3,0.65,0.34,47.94,21.29,1.14445,10.43581,7.73821,936.0323886639676
mianwali,2018,wheat,18.81,14.44,12.85,15.64,35.65,29.77,29.25,43.28,10.11,6.98,0.38,24.63,1.14445,10.43581,7.73821,894.7368421052631
mianwali,2019,wheat,19.5,13.34,10.5,12.65,31.53,37.26,55.97,56.09,4.93,6.7,35.24,22.0,1.14445,10.43581,7.73821,907.6923076923076
mianwali,2020,wheat,18.38,13.44,9.79,15.05,52.83,39.62,62.18,53.83,18.69,4.12,41.19,119.09,1.14445,10.43581,7.73821,1113.3603238866397
mianwali,2021,wheat,16.72,12.65,11.9,16.91,52.1,56.47,46.44,51.72,35.83,18.33,12.44,77.85,1.14445,10.43581,7.73821,1091.093117408907
mianwali,2022,wheat,18.51,13.59,11.25,13.91,40.94,39.16,63.29,57.07,0.1,7.86,83.81,10.02,1.14445,10.43581,7.73821,1252.6315789473683
mianwali,2023,wheat,18.2,14.17,10.26,16.75,54.51,51.49,49.58,49.4,36.61,3.22,19.11,6.04,1.14445,10.43581,7.73821,1206.072874493927
mianwali,2024,wheat,19.56,15.44,12.78,14.09,53.19,38.39,43.93,46.2,25.51,0.65,11.78,22.88,1.14445,10.43581,7.73821,1093.1174089068825
multan,1981,wheat,19.43,13.58,13.64,17.25,54.34,63.23,49.79,40.7,14.34,34.45,17.74,7.71,1.086054,7.91631,7.42284,760.7287449392712
multan,1982,wheat,20.39,16.18,14.19,14.13,28.92,30.19,37.0,50.32,10.93,0.03,14.02,39.29,1.086054,7.91631,7.42284,789.4736842105262
multan,1983,wheat,21.08,14.54,13.17,16.11,30.14,47.14,38.07,36.59,2.32,21.25,2.79,11.12,1.086054,7.91631,7.42284,693.5222672064776
multan,1984,wheat,20.24,14.78,12.45,13.92,17.81,28.99,30.71,30.02,0.0,0.94,2.51,7.77,1.086054,7.91631,7.42284,827.9352226720647
multan,1985,wheat,20.58,14.5,13.64,18.2,25.38,27.67,43.2,19.69,2.63,3.29,0.21,0.75,1.086054,7.91631,7.42284,916.1943319838056
multan,1986,wheat,21.32,15.67,12.98,16.07,22.28,31.34,30.54,37.14,0.19,4.9,2.31,5.14,1.086054,7.91631,7.42284,728.744939271255
multan,1987,wheat,21.6,14.14,15.03,17.85,23.17,27.99,29.56,31.54,3.36,0.1,1.42,11.44,1.086054,7.91631,7.42284,724.2914979757085
multan,1988,wheat,22.02,16.02,15.97,18.34,13.15,15.71,34.04,24.82,0.0,0.02,3.7,3.02,1.086054,7.91631,7.42284,767.2064777327935
multan,1989,wheat,21.66,16.81,12.78,15.76,16.35,31.73,36.28,22.41,0.64,4.53,10.12,0.24,1.086054,7.91631,7.42284,762.7530364372469
multan,1990,wheat,21.67,16.11,15.97,16.86,23.87,39.01,41.49,47.4,0.68,11.13,6.2,27.18,1.086054,7.91631,7.42284,754.655870445344
multan,1991,wheat,22.14,16.01,14.53,16.1,21.34,30.97,29.09,28.03,0.0,0.91,0.0,3.51,1.086054,7.91631,7.42284,784.6153846153845
multan,1992,wheat,20.86,17.02,14.58,16.06,21.2,32.62,39.93,43.62,0.19,4.41,19.25,11.58,1.086054,7.91631,7.42284,926.3157894736842
multan,1993,wheat,19.89,17.35,13.06,19.45,28.58,34.01,39.4,26.37,8.13,1.17,12.64,2.98,1.086054,7.91631,7.42284,789.0688259109311
multan,1994,wheat,22.18,16.49,14.77,16.07,19.02,18.21,27.96,31.53,0.0,0.0,1.58,12.79,1.086054,7.91631,7.42284,921.4574898785424
multan,1995,wheat,22.84,15.64,13.56,16.98,25.11,31.3,38.04,39.05,0.03,9.5,5.11,62.6,1.086054,7.91631,7.42284,831.578947368421
multan,1996,wheat,20.8,16.14,13.74,17.77,18.51,32.15,34.18,36.19,0.02,2.53,6.16,9.41,1.086054,7.91631,7.42284,908.0971659919028
multan,1997,wheat,19.72,15.68,14.54,17.36,16.59,18.6,25.98,21.62,1.72,0.28,5.73,0.51,1.086054,7.91631,7.42284,1093.1174089068825
multan,1998,wheat,20.18,13.99,13.21,16.29,38.37,46.68,42.5,36.86,11.79,28.28,0.22,21.35,1.086054,7.91631,7.42284,885.0202429149797
multan,1999,wheat,21.72,18.03,14.11,17.31,15.57,17.75,43.31,49.49,0.0,0.0,28.05,25.61,1.086054,7.91631,7.42284,1050.6072874493927
multan,2000,wheat,22.41,17.06,14.67,14.97,18.7,18.38,33.61,33.61,0.02,0.0,11.82,2.89,1.086054,7.91631,7.42284,1036.4372469635628
multan,2001,wheat,21.26,16.67,12.94,17.1,18.57,26.84,42.14,26.75,0.3,3.35,41.48,2.32,1.086054,7.91631,7.42284,1007.6923076923076
multan,2002,wheat,21.84,16.76,14.84,16.64,18.8,39.42,28.3,29.63,0.0,24.1,0.01,9.21,1.086054,7.91631,7.42284,1013.3603238866395
multan,2003,wheat,21.77,16.45,14.59,17.63,27.28,33.63,32.39,39.25,1.83,4.39,2.9,12.83,1.086054,7.91631,7.42284,989.4736842105262
multan,2004,wheat,19.67,15.91,14.55,18.82,20.03,31.69,44.45,28.29,0.24,0.08,5.23,1.16,1.086054,7.91631,7.42284,1107.2874493927125
multan,2005,wheat,21.74,16.79,12.66,14.9,25.54,31.22,49.77,51.6,0.22,17.87,5.02,22.98,1.086054,7.91631,7.42284,1032.3886639676114
multan,2006,wheat,20.48,14.88,13.45,21.09,25.3,19.82,28.88,30.88,0.16,0.0,1.33,5.44,1.086054,7.91631,7.42284,1153.8461538461538
multan,2007,wheat,21.14,14.26,13.75,16.88,39.65,52.62,37.02,56.8,6.31,23.76,0.24,58.57,1.086054,7.91631,7.42284,940.8906882591092
multan,2008,wheat,21.71,14.68,12.27,15.46,25.01,33.48,32.88,32.53,0.06,2.76,3.42,15.56,1.086054,7.91631,7.42284,1197.165991902834
multan,2009,wheat,21.41,16.37,14.29,17.65,20.31,43.22,53.75,42.41,0.0,43.0,18.99,2.31,1.086054,7.91631,7.42284,1012.1457489878542
multan,2010,wheat,20.26,16.09,15.16,17.82,22.76,29.15,29.05,28.72,0.46,0.69,0.55,1.03,1.086054,7.91631,7.42284,1137.651821862348
multan,2011,wheat,21.08,13.96,13.54,16.48,22.28,22.33,26.37,43.96,0.0,0.49,0.74,11.72,1.086054,7.91631,7.42284,1052.6315789473683
multan,2012,wheat,22.98,14.76,12.21,14.38,34.25,20.85,34.14,26.51,0.06,0.47,0.47,0.95,1.086054,7.91631,7.42284,1174.0890688259108
multan,2013,wheat,20.62,15.57,13.42,15.82,27.63,33.62,28.87,55.65,0.0,3.61,0.1,57.76,1.086054,7.91631,7.42284,1194.331983805668
multan,2014,wheat,20.79,15.77,14.1,15.61,30.67,24.39,30.94,32.73,0.34,0.0,2.77,2.21,1.086054,7.91631,7.42284,1223.481781376518
multan,2015,wheat,21.07,15.1,13.75,17.83,26.06,25.58,38.66,43.42,0.56,0.0,2.0,10.92,1.086054,7.91631,7.42284,1227.5303643724696
multan,2016,wheat,20.91,15.65,15.41,18.14,31.79,26.76,32.49,21.99,0.24,0.05,1.52,2.3,1.086054,7.91631,7.42284,1312.9554655870445
multan,2017,wheat,21.59,18.75,13.5,18.3,20.72,25.13,44.33,32.32,0.01,0.0,14.7,6.77,1.086054,7.91631,7.42284,1300.404858299595
multan,2018,wheat,20.36,15.48,14.67,18.3,31.26,31.31,26.7,32.41,4.99,11.14,0.0,3.28,1.086054,7.91631,7.42284,1262.753036437247
multan,2019,wheat,21.67,14.89,12.3,14.17,24.73,34.22,55.47,51.41,0.0,19.4,40.69,18.94,1.086054,7.91631,7.42284,1376.5182186234815
multan,2020,wheat,20.35,14.73,11.72,17.62,47.53,39.86,57.71,42.43,11.51,10.27,29.47,23.29,1.086054,7.91631,7.42284,1380.5668016194331
multan,2021,wheat,19.12,13.83,12.81,18.86,41.73,56.33,44.68,37.91,62.19,9.02,1.75,0.0,1.086054,7.91631,7.42284,1470.0404858299594
multan,2022,wheat,21.27,15.57,13.72,17.15,25.61,30.56,55.84,39.02,0.0,1.59,27.88,0.65,1.086054,7.91631,7.42284,1499.5951417004048
multan,2023,wheat,21.85,17.08,12.38,20.31,37.82,34.77,34.05,29.76,2.95,3.46,4.4,2.47,1.086054,7.91631,7.42284,1595.5465587044532
multan,2024,wheat,21.81,16.94,14.69,16.86,42.42,33.66,37.74,35.7,3.99,0.0,0.6,10.48,1.086054,7.91631,7.42284,1497.9757085020242
muzaffargarh,1981,wheat,19.43,13.58,13.64,17.25,54.34,63.23,49.79,40.7,14.34,34.45,17.74,7.71,0.9465,7.535,7.555,995.5465587044532
muzaffargarh,1982,wheat,20.39,16.18,14.19,14.13,28.92,30.19,37.0,50.32,10.93,0.03,14.02,39.29,0.9465,7.535,7.555,600.404858299595
muzaffargarh,1983,wheat,21.08,14.54,13.17,16.11,30.14,47.14,38.07,36.59,2.32,21.25,2.79,11.12,0.9465,7.535,7.555,468.4210526315789
muzaffargarh,1984,wheat,20.24,14.78,12.45,13.92,17.81,28.99,30.71,30.02,0.0,0.94,2.51,7.77,0.9465,7.535,7.555,604.4534412955466
muzaffargarh,1985,wheat,20.58,14.5,13.64,18.2,25.38,27.67,43.2,19.69,2.63,3.29,0.21,0.75,0.9465,7.535,7.555,740.4858299595141
muzaffargarh,1986,wheat,21.32,15.67,12.98,16.07,22.28,31.34,30.54,37.14,0.19,4.9,2.31,5.14,0.9465,7.535,7.555,619.0283400809716
muzaffargarh,1987,wheat,21.6,14.14,15.03,17.85,23.17,27.99,29.56,31.54,3.36,0.1,1.42,11.44,0.9465,7.535,7.555,651.417004048583
muzaffargarh,1988,wheat,22.02,16.02,15.97,18.34,13.15,15.71,34.04,24.82,0.0,0.02,3.7,3.02,0.9465,7.535,7.555,646.1538461538461
muzaffargarh,1989,wheat,21.66,16.81,12.78,15.76,16.35,31.73,36.28,22.41,0.64,4.53,10.12,0.24,0.9465,7.535,7.555,730.7692307692307
muzaffargarh,1990,wheat,21.67,16.11,15.97,16.86,23.87,39.01,41.49,47.4,0.68,11.13,6.2,27.18,0.9465,7.535,7.555,645.3441295546559
muzaffargarh,1991,wheat,22.14,16.01,14.53,16.1,21.34,30.97,29.09,28.03,0.0,0.91,0.0,3.51,0.9465,7.535,7.555,815.3846153846152
muzaffargarh,1992,wheat,20.86,17.02,14.58,16.06,21.2,32.62,39.93,43.62,0.19,4.41,19.25,11.58,0.9465,7.535,7.555,831.9838056680161
muzaffargarh,1993,wheat,19.89,17.35,13.06,19.45,28.58,34.01,39.4,26.37,8.13,1.17,12.64,2.98,0.9465,7.535,7.555,663.5627530364372
muzaffargarh,1994,wheat,22.18,16.49,14.77,16.07,19.02,18.21,27.96,31.53,0.0,0.0,1.58,12.79,0.9465,7.535,7.555,774.8987854251012
muzaffargarh,1995,wheat,22.84,15.64,13.56,16.98,25.11,31.3,38.04,39.05,0.03,9.5,5.11,62.6,0.9465,7.535,7.555,802.8340080971659
muzaffargarh,1996,wheat,20.8,16.14,13.74,17.77,18.51,32.15,34.18,36.19,0.02,2.53,6.16,9.41,0.9465,7.535,7.555,830.7692307692307
