Unnamed: 0,district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
4419,rahim yar khan,2002,maize,25.9,32.5,37.59,39.54,19.92,15.83,18.39,26.07,5.25,0.73,2.4,0.89,0.957,6.028,7.878,587.6975316
4422,rahim yar khan,2003,maize,24.73,31.55,35.47,38.82,19.88,15.84,12.48,25.83,0.6,0.59,1.15,8.22,0.957,6.028,7.878,599.7900733
4425,rahim yar khan,2004,maize,28.04,33.14,36.5,38.77,12.59,15.29,19.3,27.47,0.14,0.28,1.28,3.98,0.957,6.028,7.878,573.5492579
4428,rahim yar khan,2005,maize,25.01,30.21,34.56,39.04,34.62,15.98,18.9,23.55,4.83,1.59,7.5,1.94,0.957,6.028,7.878,668.8963211
4431,rahim yar khan,2006,maize,24.5,31.45,38.31,37.95,29.53,17.79,20.86,27.53,5.24,2.5,0.02,16.51,0.957,6.028,7.878,651.2937862
4434,rahim yar khan,2007,maize,23.38,33.42,36.58,38.31,36.62,19.7,18.33,35.55,19.9,7.2,1.62,25.62,0.957,6.028,7.878,651.2937862
4437,rahim yar khan,2008,maize,27.55,30.87,36.47,38.57,16.15,25.16,23.03,34.3,0.01,10.05,1.78,16.31,0.957,6.028,7.878,704.1013907
4440,rahim yar khan,2009,maize,25.43,30.7,37.66,37.86,28.02,20.99,17.53,23.94,16.85,2.02,0.07,11.2,0.957,6.028,7.878,1075.9549375833333
4443,rahim yar khan,2010,maize,28.39,34.02,37.65,37.66,19.85,16.51,17.05,31.58,0.91,2.01,3.25,17.04,0.957,6.028,7.878,1447.8084844666666
4446,rahim yar khan,2011,maize,25.6,30.08,37.6,39.24,23.45,22.4,21.8,27.94,1.54,1.79,1.24,0.14,0.957,6.028,7.878,1819.6620313499998
4449,rahim yar khan,2012,maize,24.09,30.63,35.96,38.04,17.1,28.08,20.37,27.91,2.5,15.8,2.49,1.56,0.957,6.028,7.878,2191.515578233333
4452,rahim yar khan,2013,maize,23.89,29.29,36.07,38.17,36.85,31.0,17.1,32.85,19.42,13.47,1.7,15.96,0.957,6.028,7.878,2563.3691251166665
4455,rahim yar khan,2014,maize,23.64,30.37,34.96,38.51,28.59,25.02,27.66,28.72,5.8,20.88,20.74,6.72,0.957,6.028,7.878,2935.222672
4458,rahim yar khan,2015,maize,22.73,30.54,36.39,37.85,40.9,32.32,19.81,29.73,23.03,44.0,15.25,8.83,0.957,6.028,7.878,2834.008097
4461,rahim yar khan,2016,maize,25.5,31.97,37.56,39.0,36.52,22.99,22.22,28.4,19.43,5.0,5.35,24.21,0.957,6.028,7.878,2488.663968
4464,rahim yar khan,2017,maize,25.46,32.98,37.47,37.11,22.86,17.01,22.11,40.59,2.62,0.41,7.49,44.49,0.957,6.028,7.878,2267.206478
4467,rahim yar khan,2018,maize,27.05,32.74,36.49,38.22,22.44,18.87,15.37,33.23,1.36,2.3,1.46,19.6,0.957,6.028,7.878,2410.2564103333334
4470,rahim yar khan,2019,maize,22.1,31.67,35.04,38.73,45.28,29.73,23.18,26.6,29.69,16.28,10.38,9.45,0.957,6.028,7.878,2553.3063426666668
4473,rahim yar khan,2020,maize,21.65,27.79,33.49,35.59,57.5,52.63,37.16,48.08,129.11,83.69,155.67,48.32,0.957,6.028,7.878,2696.356275
4476,rahim yar khan,2021,maize,27.13,30.85,35.2,36.86,27.27,21.78,29.33,40.75,15.97,5.79,30.86,46.12,0.957,6.028,7.878,2790.473684
4479,rahim yar khan,2022,maize,28.28,34.6,37.37,36.43,25.31,13.65,17.6,34.84,5.81,0.12,5.09,52.23,0.957,6.028,7.878,3837.358097
4482,rahim yar khan,2023,maize,25.32,29.05,32.98,36.33,40.38,37.02,38.23,44.14,29.95,54.86,48.12,33.05,0.957,6.028,7.878,3036.437247
4485,rahim yar khan,2024,maize,23.92,29.48,37.4,38.74,33.69,28.47,17.92,32.07,8.07,23.52,0.23,12.77,0.957,6.028,7.878,2692.2721449205856
4092,rajanpur,1981,maize,23.12,31.91,35.36,38.97,34.01,16.86,26.94,17.15,14.22,3.82,39.74,1.16,0.846758,6.48068,7.98215,554.6558704
4095,rajanpur,1982,maize,19.78,28.51,31.6,38.4,52.75,40.11,40.04,24.47,47.96,42.3,63.83,0.97,0.846758,6.48068,7.98215,554.6558704
4098,rajanpur,1983,maize,21.92,27.95,35.99,39.12,24.94,30.56,23.95,22.12,1.0,7.82,10.05,0.03,0.846758,6.48068,7.98215,539.6761134
4101,rajanpur,1984,maize,26.54,30.78,37.58,38.89,24.25,18.31,13.62,26.58,7.86,4.25,0.29,0.31,0.846758,6.48068,7.98215,485.8299595
4104,rajanpur,1985,maize,26.25,30.38,36.15,37.76,15.78,27.96,15.61,30.36,3.36,25.02,2.33,7.43,0.846758,6.48068,7.98215,539.6761134
4107,rajanpur,1986,maize,22.05,30.67,35.8,38.16,34.94,22.62,15.84,27.7,21.66,1.57,10.91,27.8,0.846758,6.48068,7.98215,445.3441296
4110,rajanpur,1987,maize,24.0,30.92,34.03,38.5,33.78,16.15,24.05,24.91,12.03,1.12,9.38,8.81,0.846758,6.48068,7.98215,584.6153846
4113,rajanpur,1988,maize,23.49,32.64,37.9,39.44,26.49,15.3,13.29,24.97,16.07,0.94,0.4,6.64,0.846758,6.48068,7.98215,462.7530364
4116,rajanpur,1989,maize,23.49,29.11,35.05,37.95,28.54,18.83,12.78,29.71,20.07,1.26,0.1,11.99,0.846758,6.48068,7.98215,449.7975709
4119,rajanpur,1990,maize,22.63,30.1,37.69,38.53,25.93,21.73,22.08,26.93,8.21,10.0,5.86,8.46,0.846758,6.48068,7.98215,728.7449393
4122,rajanpur,1991,maize,24.49,29.5,35.9,39.25,23.7,21.0,16.02,18.5,1.9,8.87,0.37,0.75,0.846758,6.48068,7.98215,910.9311741
4125,rajanpur,1992,maize,22.57,28.64,34.75,39.56,24.73,25.41,16.9,17.52,8.1,9.57,6.46,3.68,0.846758,6.48068,7.98215,1484.615385
4128,rajanpur,1993,maize,22.46,31.1,36.93,38.55,26.95,20.5,15.37,26.13,18.9,3.83,7.38,17.82,0.846758,6.48068,7.98215,809.7165992
4131,rajanpur,1994,maize,26.06,28.71,36.36,39.16,24.2,19.26,15.28,25.1,2.02,6.11,8.13,6.5,0.846758,6.48068,7.98215,1315.789474
4134,rajanpur,1995,maize,22.34,28.33,35.87,38.04,28.37,26.86,14.88,25.65,4.26,15.3,1.14,39.83,0.846758,6.48068,7.98215,809.7165992
4137,rajanpur,1996,maize,25.54,31.33,34.27,37.49,25.95,16.09,17.4,29.53,3.04,3.03,12.76,10.29,0.846758,6.48068,7.98215,944.534413
4140,rajanpur,1997,maize,23.05,28.88,33.71,37.22,29.27,22.19,18.46,32.22,14.59,6.39,10.54,26.83,0.846758,6.48068,7.98215,1619.433198
4143,rajanpur,1998,maize,22.95,32.26,36.66,38.47,27.22,18.94,15.46,22.97,10.5,0.5,0.38,6.5,0.846758,6.48068,7.98215,809.7165992
4146,rajanpur,1999,maize,24.76,32.26,36.01,38.48,21.09,10.46,19.63,25.95,1.93,0.0,4.46,3.14,0.846758,6.48068,7.98215,674.8987854
4149,rajanpur,2000,maize,23.13,32.99,37.85,38.18,15.98,12.08,23.37,23.96,4.02,0.17,0.11,0.5,0.846758,6.48068,7.98215,607.2874494
4152,rajanpur,2001,maize,25.07,30.8,37.94,38.33,18.34,22.15,24.31,30.86,3.1,16.16,6.09,9.35,0.846758,6.48068,7.98215,404.8582996
4155,rajanpur,2002,maize,25.12,32.09,37.71,39.96,21.98,15.28,16.45,23.29,7.75,1.54,3.68,2.48,0.846758,6.48068,7.98215,404.8582996
4158,rajanpur,2003,maize,24.07,31.28,35.29,39.2,21.58,15.88,11.06,23.29,0.93,1.1,1.71,11.54,0.846758,6.48068,7.98215,607.2874494
4161,rajanpur,2004,maize,27.66,33.02,36.64,39.01,12.54,14.99,17.43,25.53,0.01,1.81,2.33,8.76,0.846758,6.48068,7.98215,607.2874494
4164,rajanpur,2005,maize,24.02,29.74,34.3,39.27,39.7,16.95,19.3,21.64,11.58,1.37,9.33,0.76,0.846758,6.48068,7.98215,538.4615385
4167,rajanpur,2006,maize,23.72,31.05,38.49,37.99,32.8,17.65,18.97,26.56,10.5,4.21,0.28,19.47,0.846758,6.48068,7.98215,538.4615385
4170,rajanpur,2007,maize,22.53,33.03,36.48,38.59,40.43,20.26,18.03,33.63,19.23,14.74,9.19,19.38,0.846758,6.48068,7.98215,538.4615385
4173,rajanpur,2008,maize,27.01,30.25,36.55,38.82,16.62,27.33,21.1,33.32,0.03,14.14,1.56,19.28,0.846758,6.48068,7.98215,404.8582996
4176,rajanpur,2009,maize,24.94,30.3,37.38,38.1,28.68,22.24,16.96,22.02,13.0,4.19,0.91,3.97,0.846758,6.48068,7.98215,685.3993959428572
4179,rajanpur,2010,maize,27.7,33.56,37.41,38.18,22.01,16.46,16.68,28.56,4.48,2.17,5.1,9.09,0.846758,6.48068,7.98215,684.9419082800492
4182,rajanpur,2011,maize,25.05,29.75,37.88,39.82,24.21,22.94,20.16,25.37,0.84,2.11,1.77,0.96,0.846758,6.48068,7.98215,684.4844206172413
4185,rajanpur,2012,maize,23.58,30.1,35.82,38.52,17.87,30.15,19.28,25.46,0.39,21.44,2.64,2.31,0.846758,6.48068,7.98215,684.0269329544335
4188,rajanpur,2013,maize,23.23,28.91,36.12,38.18,40.69,31.66,16.76,31.82,20.72,14.18,1.23,25.12,0.846758,6.48068,7.98215,683.5694452916256
4191,rajanpur,2014,maize,23.1,29.74,34.44,38.61,30.32,26.75,28.65,27.21,6.43,22.38,28.55,7.05,0.846758,6.48068,7.98215,683.1119576288177
4194,rajanpur,2015,maize,22.0,30.17,36.15,37.38,45.35,33.49,19.32,30.32,28.53,39.84,17.48,27.5,0.846758,6.48068,7.98215,682.6544699660099
4197,rajanpur,2016,maize,24.64,31.44,37.57,39.31,40.27,24.22,20.48,27.28,27.8,6.38,5.03,26.71,0.846758,6.48068,7.98215,682.1969823032019
4200,rajanpur,2017,maize,24.96,32.76,37.28,37.23,24.71,17.25,20.89,39.43,2.12,1.54,8.34,50.24,0.846758,6.48068,7.98215,681.739494640394
4203,rajanpur,2018,maize,26.54,32.29,36.15,38.47,23.23,19.68,15.71,30.65,0.81,2.71,2.1,18.37,0.846758,6.48068,7.98215,681.2820069775862
4206,rajanpur,2019,maize,21.56,31.2,34.86,38.68,46.3,31.48,23.2,25.66,27.77,22.33,12.28,16.85,0.846758,6.48068,7.98215,680.8245193147783
4209,rajanpur,2020,maize,20.54,26.89,33.14,35.52,64.56,57.38,38.35,47.85,214.76,28.28,73.0,76.1,0.846758,6.48068,7.98215,680.3670316519704
4212,rajanpur,2021,maize,26.31,30.05,34.86,37.19,29.41,23.47,29.52,38.75,17.79,6.04,35.24,39.85,0.846758,6.48068,7.98215,679.9095439891626
4215,rajanpur,2022,maize,27.73,34.35,37.39,36.33,27.09,13.37,16.86,34.62,7.45,0.02,5.11,64.97,0.846758,6.48068,7.98215,679.4520563263546
4218,rajanpur,2023,maize,24.7,28.95,32.79,36.06,42.6,36.6,37.67,45.2,40.34,25.55,60.09,44.2,0.846758,6.48068,7.98215,678.9945686635468
4221,rajanpur,2024,maize,23.52,28.88,37.29,39.09,34.77,31.7,18.0,29.3,8.77,30.55,0.4,8.21,0.846758,6.48068,7.98215,678.5370810007389
132,rawalpindi,1981,maize,16.01,23.9,30.82,34.91,65.62,45.72,32.49,19.59,160.82,42.87,50.86,38.48,2.729201,26.06238,6.77083,292.7125506
135,rawalpindi,1982,maize,13.88,21.25,24.61,30.81,74.41,64.56,65.74,42.73,181.11,258.38,132.36,23.83,2.729201,26.06238,6.77083,293.9271255
138,rawalpindi,1983,maize,15.0,19.61,26.28,31.19,56.49,64.33,56.43,36.88,106.31,258.47,44.22,71.23,2.729201,26.06238,6.77083,355.8704453
141,rawalpindi,1984,maize,20.2,24.3,33.44,35.97,44.05,42.43,14.9,27.01,72.36,48.77,4.86,100.88,2.729201,26.06238,6.77083,362.7530364
144,rawalpindi,1985,maize,21.08,24.98,31.14,35.7,25.95,41.29,22.5,17.57,28.73,82.32,29.75,7.36,2.729201,26.06238,6.77083,334.4129555
147,rawalpindi,1986,maize,15.42,22.86,28.3,34.08,61.98,49.57,35.65,25.77,101.95,82.58,38.28,64.04,2.729201,26.06238,6.77083,352.2267206
150,rawalpindi,1987,maize,17.51,24.1,26.27,33.42,61.02,42.66,45.42,27.74,78.8,14.16,132.64,20.06,2.729201,26.06238,6.77083,146.1538462
153,rawalpindi,1988,maize,16.94,25.69,33.16,34.8,55.35,38.65,15.66,25.33,143.58,39.12,7.27,87.24,2.729201,26.06238,6.77083,319.0283401
156,rawalpindi,1989,maize,17.52,22.79,31.07,34.1,50.34,33.83,15.79,24.66,63.24,19.36,11.3,40.46,2.729201,26.06238,6.77083,353.0364372
159,rawalpindi,1990,maize,16.21,22.4,31.71,35.78,54.79,48.18,30.3,22.06,137.25,53.59,17.43,24.62,2.729201,26.06238,6.77083,353.4412955
162,rawalpindi,1991,maize,18.41,22.73,30.62,35.63,44.07,39.81,19.59,15.5,31.17,50.79,4.38,4.45,2.729201,26.06238,6.77083,389.4736842
165,rawalpindi,1992,maize,15.62,21.86,27.42,34.33,57.0,53.74,39.89,18.61,129.17,30.83,41.61,14.02,2.729201,26.06238,6.77083,348.1781377
168,rawalpindi,1993,maize,15.54,24.44,31.76,33.97,52.45,42.34,20.25,28.75,109.18,21.42,25.78,59.92,2.729201,26.06238,6.77083,330.7692308
171,rawalpindi,1994,maize,19.73,22.24,31.1,35.71,43.45,39.71,24.72,22.74,31.85,64.97,30.88,26.83,2.729201,26.06238,6.77083,362.3481781
174,rawalpindi,1995,maize,16.61,20.72,28.9,34.92,51.38,56.33,38.17,23.28,101.37,126.48,27.9,24.51,2.729201,26.06238,6.77083,359.51417
177,rawalpindi,1996,maize,17.66,24.58,29.49,32.81,60.53,39.92,24.01,36.98,70.12,21.38,21.08,111.19,2.729201,26.06238,6.77083,386.6396761
180,rawalpindi,1997,maize,17.91,22.66,27.94,34.3,41.09,47.08,28.87,25.44,45.43,88.22,17.89,12.68,2.729201,26.06238,6.77083,389.4736842
183,rawalpindi,1998,maize,16.37,26.04,31.71,33.6,48.83,30.17,21.16,27.03,41.47,20.88,18.23,45.4,2.729201,26.06238,6.77083,414.1700405
186,rawalpindi,1999,maize,18.75,27.57,32.43,35.36,41.24,13.55,17.63,19.25,25.27,4.06,18.07,8.77,2.729201,26.06238,6.77083,406.4777328
189,rawalpindi,2000,maize,17.84,28.26,34.35,35.04,33.5,14.35,17.15,23.71,5.31,3.32,15.97,22.0,2.729201,26.06238,6.77083,410.1214575
192,rawalpindi,2001,maize,20.76,25.68,33.29,32.45,21.44,30.78,22.63,43.78,9.73,32.15,35.7,95.67,2.729201,26.06238,6.77083,416.5991903
195,rawalpindi,2002,maize,19.81,26.56,33.45,34.51,41.88,25.2,14.44,27.4,34.36,18.24,10.59,72.83,2.729201,26.06238,6.77083,434.0080972
198,rawalpindi,2003,maize,17.29,24.88,29.83,34.89,51.21,40.88,20.22,26.64,45.43,30.72,13.39,71.4,2.729201,26.06238,6.77083,401.6194332
201,rawalpindi,2004,maize,22.86,27.99,32.12,34.67,28.86,24.71,20.3,27.19,0.52,40.06,5.6,30.68,2.729201,26.06238,6.77083,421.4574899
204,rawalpindi,2005,maize,17.59,22.13,27.1,35.61,66.8,47.88,38.93,19.71,159.93,22.8,26.56,8.85,2.729201,26.06238,6.77083,447.7732794
207,rawalpindi,2006,maize,17.88,24.71,33.55,33.03,53.79,31.65,24.41,31.51,44.49,24.49,44.14,51.85,2.729201,26.06238,6.77083,438.8663968
210,rawalpindi,2007,maize,16.12,25.91,30.29,33.97,64.05,45.72,35.79,36.2,150.93,16.84,51.29,110.04,2.729201,26.06238,6.77083,404.8582996
213,rawalpindi,2008,maize,21.64,22.92,30.78,32.67,35.2,51.24,30.69,49.68,10.61,125.6,20.21,192.95,2.729201,26.06238,6.77083,361.5384615
216,rawalpindi,2009,maize,18.62,22.51,29.56,33.47,49.84,51.25,32.59,23.03,47.65,94.88,41.66,25.17,2.729201,26.06238,6.77083,439.0559732833335
219,rawalpindi,2010,maize,21.03,27.01,30.92,33.08,49.68,37.62,29.73,31.15,32.69,39.27,39.18,53.43,2.729201,26.06238,6.77083,443.99715027651837
222,rawalpindi,2011,maize,18.74,23.08,32.57,33.6,48.99,44.62,26.85,38.5,32.88,63.5,17.04,93.01,2.729201,26.06238,6.77083,448.93832726970504
225,rawalpindi,2012,maize,17.04,23.4,29.49,35.05,41.91,48.58,29.22,18.33,25.48,62.64,18.28,14.88,2.729201,26.06238,6.77083,453.8795042628899
228,rawalpindi,2013,maize,17.95,22.79,29.93,34.12,58.15,51.95,29.56,33.69,56.87,59.59,15.43,88.9,2.729201,26.06238,6.77083,458.82068125607657
231,rawalpindi,2014,maize,16.57,22.46,28.36,34.58,54.84,49.03,40.85,25.35,140.03,21.47,62.69,43.65,2.729201,26.06238,6.77083,463.7618582492614
234,rawalpindi,2015,maize,16.7,22.86,29.03,32.83,63.83,59.89,39.13,31.72,186.02,134.52,26.82,44.46,2.729201,26.06238,6.77083,468.7030352424463
237,rawalpindi,2016,maize,18.44,23.88,31.61,34.03,60.44,48.32,31.95,39.52,127.92,20.29,86.58,83.88,2.729201,26.06238,6.77083,473.64421223563295
240,rawalpindi,2017,maize,17.86,25.11,31.66,32.96,54.01,43.04,30.53,39.02,64.66,96.66,18.03,101.57,2.729201,26.06238,6.77083,478.5853892288178
243,rawalpindi,2018,maize,20.45,24.9,28.72,34.19,45.35,42.66,36.84,32.55,41.33,87.33,58.99,43.75,2.729201,26.06238,6.77083,483.5265662220045
246,rawalpindi,2019,maize,15.81,24.58,28.2,33.82,64.0,52.95,40.43,29.24,63.15,63.96,44.1,50.26,2.729201,26.06238,6.77083,488.46774321518933
249,rawalpindi,2020,maize,15.57,21.08,25.48,28.08,76.89,71.61,64.56,67.65,484.1,131.19,597.2,990.99,2.729201,26.06238,6.77083,493.4089202083742
252,rawalpindi,2021,maize,17.85,21.22,28.05,31.97,64.14,56.17,44.65,43.89,115.84,54.98,48.91,126.55,2.729201,26.06238,6.77083,498.35009720156086
255,rawalpindi,2022,maize,19.89,26.49,30.68,31.97,60.23,41.98,33.33,37.32,76.4,14.82,49.49,154.86,2.729201,26.06238,6.77083,503.2912741947457
258,rawalpindi,2023,maize,17.85,22.37,25.73,30.78,65.86,55.53,53.97,56.36,92.88,73.85,88.1,178.66,2.729201,26.06238,6.77083,508.23245118793056
261,rawalpindi,2024,maize,16.75,21.67,28.91,34.56,60.53,58.7,43.98,29.0,140.9,128.84,24.99,36.8,2.729201,26.06238,6.77083,513.1736281811172
2904,sahiwal,1981,maize,21.12,30.39,36.16,39.02,44.97,20.31,18.66,14.04,29.02,3.65,9.37,6.68,1.234476,10.25865,7.6519,578.5425101
2907,sahiwal,1982,maize,18.14,26.66,29.87,37.15,63.7,46.6,47.01,26.51,89.19,88.14,53.61,28.65,1.234476,10.25865,7.6519,653.4412955
2910,sahiwal,1983,maize,20.62,25.63,33.28,37.83,30.98,41.73,32.37,21.43,13.34,52.6,48.17,1.21,1.234476,10.25865,7.6519,617.0040486
2913,sahiwal,1984,maize,24.55,29.81,36.96,39.22,28.16,21.9,11.53,22.97,11.22,10.76,0.05,12.71,1.234476,10.25865,7.6519,634.4129555
2916,sahiwal,1985,maize,24.81,29.37,35.66,38.54,17.3,29.42,14.62,23.25,4.42,23.06,2.32,10.13,1.234476,10.25865,7.6519,579.757085
2919,sahiwal,1986,maize,20.55,28.47,34.32,38.16,43.53,29.36,17.06,23.64,59.37,12.53,16.61,33.22,1.234476,10.25865,7.6519,615.7894737
2922,sahiwal,1987,maize,22.51,29.95,31.87,37.89,39.63,19.84,30.31,24.23,20.58,1.82,33.03,20.45,1.234476,10.25865,7.6519,576.5182186
2925,sahiwal,1988,maize,22.27,31.53,37.3,39.69,31.64,15.85,11.99,20.98,14.53,4.61,0.99,10.63,1.234476,10.25865,7.6519,615.3846154
2928,sahiwal,1989,maize,21.72,28.03,34.46,37.96,34.41,18.92,11.46,25.33,26.77,3.74,3.78,13.8,1.234476,10.25865,7.6519,597.9757085
2931,sahiwal,1990,maize,20.21,28.19,36.74,39.07,39.09,27.1,19.5,22.11,29.63,11.04,4.34,6.34,1.234476,10.25865,7.6519,617.0040486
2934,sahiwal,1991,maize,23.41,27.87,35.19,38.52,23.69,25.6,14.71,18.54,2.57,19.95,2.63,7.84,1.234476,10.25865,7.6519,608.9068826
2937,sahiwal,1992,maize,20.97,27.5,33.73,38.89,35.03,28.38,19.59,16.34,14.15,10.73,12.84,4.07,1.234476,10.25865,7.6519,614.5748988
2940,sahiwal,1993,maize,20.76,29.76,36.27,38.5,32.32,23.33,14.39,23.26,19.76,12.63,12.84,10.33,1.234476,10.25865,7.6519,635.6275304
2943,sahiwal,1994,maize,24.86,27.75,35.16,39.24,25.33,20.08,18.77,21.6,4.11,10.34,24.71,9.3,1.234476,10.25865,7.6519,653.4412955
2946,sahiwal,1995,maize,20.42,26.58,35.07,38.51,39.95,32.9,16.04,21.95,15.43,23.21,6.98,16.7,1.234476,10.25865,7.6519,672.0647773
2949,sahiwal,1996,maize,23.58,30.25,33.21,35.95,34.02,16.47,17.99,35.42,14.72,4.87,14.05,68.07,1.234476,10.25865,7.6519,672.8744939
2952,sahiwal,1997,maize,22.3,27.75,32.47,36.94,27.29,26.85,22.48,29.9,8.71,15.89,12.57,20.66,1.234476,10.25865,7.6519,565.9919028
2955,sahiwal,1998,maize,21.27,31.09,36.04,37.6,31.65,18.88,15.42,24.71,4.82,1.14,1.24,18.82,1.234476,10.25865,7.6519,1114.17004
2958,sahiwal,1999,maize,23.62,31.21,35.49,38.47,22.89,9.59,19.26,22.81,3.09,0.01,14.59,11.96,1.234476,10.25865,7.6519,1019.838057
2961,sahiwal,2000,maize,21.77,31.95,37.61,38.0,20.8,12.27,19.48,23.14,6.35,0.02,2.01,11.05,1.234476,10.25865,7.6519,1028.340081
2964,sahiwal,2001,maize,24.03,29.2,37.42,37.77,17.98,26.05,22.29,31.27,7.52,15.27,14.45,33.07,1.234476,10.25865,7.6519,1095.546559
2967,sahiwal,2002,maize,24.03,31.14,36.96,39.41,26.34,15.92,15.86,21.28,13.57,1.82,20.12,9.02,1.234476,10.25865,7.6519,1210.526316
2970,sahiwal,2003,maize,22.52,30.39,34.48,39.19,30.42,19.07,11.74,21.84,5.09,0.55,5.51,17.09,1.234476,10.25865,7.6519,1608.906883
2973,sahiwal,2004,maize,26.89,32.07,35.78,37.69,14.27,16.71,18.12,28.15,0.0,4.75,8.81,47.39,1.234476,10.25865,7.6519,2596.356275
2976,sahiwal,2005,maize,22.37,27.79,32.9,39.12,51.85,24.17,23.55,20.33,45.68,4.67,19.48,8.74,1.234476,10.25865,7.6519,2502.024291
2979,sahiwal,2006,maize,22.49,30.2,37.91,35.93,39.87,18.1,19.24,32.22,23.21,4.73,18.65,54.61,1.234476,10.25865,7.6519,2670.445344
2982,sahiwal,2007,maize,21.51,32.11,36.06,36.96,45.45,22.47,19.09,38.61,20.88,6.64,6.67,129.43,1.234476,10.25865,7.6519,2856.275304
2985,sahiwal,2008,maize,25.96,28.53,35.39,37.05,18.23,33.87,22.91,39.59,0.03,30.43,22.5,60.3,1.234476,10.25865,7.6519,2631.983806
2988,sahiwal,2009,maize,23.75,28.83,36.11,37.93,31.28,28.34,18.98,20.4,20.92,9.0,11.0,5.07,1.234476,10.25865,7.6519,3129.4452
2991,sahiwal,2010,maize,26.59,32.73,36.47,37.73,24.6,16.85,17.3,26.1,7.02,1.23,5.21,25.05,1.234476,10.25865,7.6519,2725.0953
2994,sahiwal,2011,maize,23.94,28.43,37.01,38.41,27.3,28.26,21.49,29.07,0.96,24.31,16.84,39.74,1.234476,10.25865,7.6519,3230.3693
2997,sahiwal,2012,maize,22.38,29.04,35.02,38.65,19.77,33.14,18.26,21.55,1.07,23.33,3.34,6.35,1.234476,10.25865,7.6519,3264.5868
3000,sahiwal,2013,maize,22.34,28.68,35.7,37.62,40.81,30.98,16.98,29.97,9.78,9.05,4.24,42.18,1.234476,10.25865,7.6519,2973.6842
3003,sahiwal,2014,maize,21.85,28.29,33.09,38.51,35.36,30.55,29.87,24.6,11.05,26.28,36.27,19.38,1.234476,10.25865,7.6519,3172.4123
3006,sahiwal,2015,maize,20.64,28.59,35.36,36.77,52.53,39.13,18.63,29.57,64.85,22.74,4.25,27.7,1.234476,10.25865,7.6519,3080.0599
3009,sahiwal,2016,maize,23.5,30.04,36.97,38.92,41.26,25.89,19.9,26.27,33.97,8.4,3.75,17.22,1.234476,10.25865,7.6519,3112.65
3012,sahiwal,2017,maize,23.33,31.5,36.16,36.76,29.16,21.69,20.73,35.51,2.54,13.94,9.22,49.6,1.234476,10.25865,7.6519,3022.7
3015,sahiwal,2018,maize,25.03,30.44,35.11,36.18,26.27,24.25,18.78,38.86,6.66,8.85,5.29,84.58,1.234476,10.25865,7.6519,3163.98
3018,sahiwal,2019,maize,20.94,30.44,33.54,37.83,40.23,31.36,27.83,24.6,9.77,23.69,39.36,27.66,1.234476,10.25865,7.6519,3884.21
3021,sahiwal,2020,maize,19.58,25.87,33.38,36.73,66.36,56.13,34.05,36.32,206.34,23.48,17.66,48.71,1.234476,10.25865,7.6519,3614.17004
3024,sahiwal,2021,maize,24.16,28.06,33.99,36.34,36.18,28.75,27.28,33.99,10.77,10.21,40.71,38.52,1.234476,10.25865,7.6519,3025.101215
3027,sahiwal,2022,maize,26.31,33.43,36.18,36.72,32.68,14.63,20.74,28.97,4.06,0.0,16.9,40.88,1.234476,10.25865,7.6519,4084.97166
3030,sahiwal,2023,maize,23.17,27.79,31.46,34.36,43.57,39.24,37.74,48.47,56.69,19.12,112.31,52.06,1.234476,10.25865,7.6519,3657.092445
3033,sahiwal,2024,maize,22.31,28.3,36.48,38.66,33.0,32.02,18.22,27.31,16.27,18.07,1.37,33.13,1.234476,10.25865,7.6519,3891.229071507987
528,sargodha,1981,maize,20.02,28.72,35.26,38.89,52.29,28.37,20.19,13.73,42.8,15.48,20.23,12.85,1.121266,11.18791,7.89762,740.8906883
531,sargodha,1982,maize,16.85,24.98,29.08,36.05,69.75,54.36,51.24,29.75,120.93,119.2,46.88,67.05,1.121266,11.18791,7.89762,593.9271255
534,sargodha,1983,maize,19.45,24.11,31.84,37.27,38.17,49.37,37.5,21.56,26.4,96.55,29.48,3.57,1.121266,11.18791,7.89762,557.8947368
537,sargodha,1984,maize,23.96,28.87,36.59,39.43,30.3,26.61,10.96,22.34,14.24,14.22,0.18,37.3,1.121266,11.18791,7.89762,566.8016194
540,sargodha,1985,maize,23.71,28.41,34.78,38.85,20.67,33.14,16.42,20.16,7.48,43.7,2.19,6.98,1.121266,11.18791,7.89762,522.2672065
543,sargodha,1986,maize,18.82,26.79,33.19,38.01,51.71,37.41,20.98,22.08,61.83,32.45,15.05,26.3,1.121266,11.18791,7.89762,558.7044534
546,sargodha,1987,maize,20.98,28.21,30.67,37.9,49.89,28.8,32.13,21.52,51.15,4.75,36.84,10.56,1.121266,11.18791,7.89762,574.8987854
549,sargodha,1988,maize,21.06,30.23,36.91,39.81,39.03,21.94,11.35,17.92,30.75,17.27,1.47,7.84,1.121266,11.18791,7.89762,558.7044534
552,sargodha,1989,maize,20.69,26.81,34.18,38.0,38.88,23.33,12.21,21.8,44.5,4.97,4.54,12.89,1.121266,11.18791,7.89762,558.7044534
