Unnamed: 0,district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
0,attock,1981,maize,17.29,25.42,31.63,36.22,58.97,43.16,32.49,17.88,139.91,44.09,38.03,21.77,1.538567,16.76787,7.54444,444.534413
3,attock,1982,maize,14.47,22.55,26.37,32.66,70.62,59.1,58.2,36.26,112.51,153.08,89.0,15.01,1.538567,16.76787,7.54444,436.8421053
6,attock,1983,maize,16.15,20.6,27.58,32.44,51.31,61.8,53.09,34.13,87.07,250.12,59.68,32.39,1.538567,16.76787,7.54444,451.0121457
9,attock,1984,maize,21.19,25.17,34.26,37.32,41.6,41.09,15.47,22.36,53.31,35.78,2.24,34.25,1.538567,16.76787,7.54444,446.5587045
12,attock,1985,maize,21.62,25.66,32.0,36.56,26.45,41.04,21.8,16.81,33.17,49.84,25.84,2.24,1.538567,16.76787,7.54444,411.3360324
15,attock,1986,maize,16.07,23.78,29.27,35.22,59.81,47.55,35.7,24.22,130.69,44.6,63.72,29.27,1.538567,16.76787,7.54444,453.4412955
18,attock,1987,maize,18.25,24.98,27.29,34.76,59.9,42.16,43.44,23.91,115.81,12.04,64.61,15.27,1.538567,16.76787,7.54444,392.3076923
21,attock,1988,maize,17.79,26.67,33.6,36.22,52.23,37.48,16.21,21.57,153.85,13.11,5.48,34.62,1.538567,16.76787,7.54444,439.2712551
24,attock,1989,maize,18.47,23.79,31.61,34.98,48.19,30.81,16.88,21.86,53.35,12.77,7.22,23.8,1.538567,16.76787,7.54444,439.6761134
27,attock,1990,maize,17.2,23.83,33.0,36.78,51.75,44.64,27.48,20.26,85.59,33.32,14.38,8.52,1.538567,16.76787,7.54444,482.5910931
30,attock,1991,maize,19.3,24.08,31.31,36.42,41.2,34.69,20.07,14.71,21.17,27.97,2.91,1.66,1.538567,16.76787,7.54444,440.0809717
33,attock,1992,maize,16.27,22.65,27.71,34.86,54.86,52.89,42.88,20.76,110.94,48.26,51.59,5.44,1.538567,16.76787,7.54444,424.291498
36,attock,1993,maize,16.14,25.37,32.06,34.85,51.16,41.53,22.46,27.4,142.22,15.57,19.0,49.93,1.538567,16.76787,7.54444,417.8137652
39,attock,1994,maize,20.29,22.54,31.14,36.56,43.95,42.01,28.35,21.37,40.89,67.02,35.89,17.72,1.538567,16.76787,7.54444,439.6761134
42,attock,1995,maize,17.48,21.75,30.06,35.68,48.34,52.88,36.44,22.62,101.11,122.68,29.48,7.53,1.538567,16.76787,7.54444,449.7975709
45,attock,1996,maize,18.68,25.61,29.77,33.91,56.11,38.95,25.47,33.48,50.05,35.01,17.4,46.0,1.538567,16.76787,7.54444,444.1295547
48,attock,1997,maize,18.29,23.78,29.18,35.21,43.53,44.22,24.89,24.08,32.29,54.98,9.76,9.78,1.538567,16.76787,7.54444,442.5101215
51,attock,1998,maize,17.13,26.63,32.19,34.57,47.23,32.09,22.68,24.93,30.11,14.43,18.23,33.5,1.538567,16.76787,7.54444,501.6194332
54,attock,1999,maize,19.16,27.17,33.2,36.16,43.28,21.95,16.93,17.56,40.2,10.34,10.19,6.84,1.538567,16.76787,7.54444,442.9149798
57,attock,2000,maize,18.99,28.81,34.86,36.07,28.4,15.75,19.2,21.89,6.61,4.02,28.84,8.14,1.538567,16.76787,7.54444,448.9878543
60,attock,2001,maize,21.41,26.38,34.57,34.11,23.5,31.7,19.67,37.23,9.31,36.37,7.43,58.39,1.538567,16.76787,7.54444,453.0364372
63,attock,2002,maize,20.03,25.5,33.02,35.54,46.42,38.59,20.56,25.65,101.07,27.68,7.49,55.86,1.538567,16.76787,7.54444,476.1133603
66,attock,2003,maize,18.21,25.22,29.64,36.04,48.16,42.7,26.94,23.42,49.28,59.7,17.4,35.17,1.538567,16.76787,7.54444,455.465587
69,attock,2004,maize,24.06,28.41,32.81,35.73,25.27,25.79,19.33,25.11,0.66,32.46,5.76,18.84,1.538567,16.76787,7.54444,363.562753
72,attock,2005,maize,18.68,23.54,27.57,36.41,60.42,43.35,40.52,19.63,101.98,33.46,35.97,5.77,1.538567,16.76787,7.54444,354.6558704
75,attock,2006,maize,18.15,24.95,33.99,34.56,56.12,37.31,26.02,26.5,87.0,25.42,20.46,19.0,1.538567,16.76787,7.54444,350.6072874
78,attock,2007,maize,17.04,27.46,31.07,35.28,61.2,41.67,36.14,32.57,131.53,22.28,36.48,85.7,1.538567,16.76787,7.54444,420.242915
81,attock,2008,maize,22.25,23.8,31.05,34.21,38.48,50.66,34.08,44.34,11.71,172.95,18.83,93.26,1.538567,16.76787,7.54444,421.8623482
84,attock,2009,maize,19.26,23.03,30.01,34.15,49.41,52.36,35.89,23.26,61.08,134.08,30.51,15.53,1.538567,16.76787,7.54444,2150.0
87,attock,2010,maize,22.27,27.85,31.6,33.9,46.39,38.39,29.69,30.66,21.93,41.05,27.71,41.88,1.538567,16.76787,7.54444,654.4105622049283
90,attock,2011,maize,19.45,24.08,33.07,35.35,47.92,42.99,27.54,31.82,33.29,40.51,23.66,47.24,1.538567,16.76787,7.54444,665.1760036588203
93,attock,2012,maize,17.3,23.8,29.37,35.73,45.06,51.73,36.59,19.26,48.49,78.64,27.79,10.79,1.538567,16.76787,7.54444,675.9414451127086
96,attock,2013,maize,18.92,23.84,30.43,34.82,54.18,50.15,33.07,33.35,90.08,64.21,19.27,84.24,1.538567,16.76787,7.54444,686.7068865666006
99,attock,2014,maize,17.21,23.61,29.06,35.48,54.41,46.95,41.29,23.66,129.85,33.33,68.21,15.98,1.538567,16.76787,7.54444,697.4723280204926
102,attock,2015,maize,17.56,24.2,29.95,33.08,60.45,55.59,38.62,35.34,167.88,142.85,42.89,46.24,1.538567,16.76787,7.54444,708.2377694743845
105,attock,2016,maize,19.24,24.56,31.59,34.68,58.6,48.5,36.71,38.69,147.3,44.66,71.73,86.79,1.538567,16.76787,7.54444,719.0032109282765
108,attock,2017,maize,18.86,26.05,32.06,33.74,51.33,41.93,32.66,38.19,68.44,99.56,15.47,95.88,1.538567,16.76787,7.54444,729.7686523821685
111,attock,2018,maize,21.41,25.6,29.08,34.49,44.95,43.95,40.63,34.21,59.24,114.11,68.37,49.85,1.538567,16.76787,7.54444,740.5340938360605
114,attock,2019,maize,16.67,25.07,28.9,33.8,60.41,54.36,40.97,32.53,74.29,70.67,47.63,55.52,1.538567,16.76787,7.54444,751.2995352899525
117,attock,2020,maize,16.04,21.97,26.55,29.35,75.94,69.24,61.85,64.69,484.9,195.04,453.63,641.79,1.538567,16.76787,7.54444,762.0649767438445
120,attock,2021,maize,18.79,22.13,28.68,32.71,60.31,54.37,46.0,42.95,166.88,80.62,69.41,117.9,1.538567,16.76787,7.54444,772.8304181977364
123,attock,2022,maize,21.36,27.56,30.6,32.89,54.9,41.51,38.24,36.04,87.77,32.22,53.56,120.13,1.538567,16.76787,7.54444,783.5958596516284
126,attock,2023,maize,18.95,23.25,26.28,31.37,61.7,53.88,54.67,55.41,89.23,115.74,124.07,165.18,1.538567,16.76787,7.54444,794.3613011055168
129,attock,2024,maize,17.55,22.02,29.44,33.92,59.09,59.42,45.58,36.89,208.89,190.06,33.26,56.81,1.538567,16.76787,7.54444,805.1267425594087
4224,bahawalpur,1981,maize,22.35,31.36,35.68,38.85,37.35,17.49,23.47,16.11,23.42,1.32,22.9,1.99,0.982217,7.34811,7.71191,518.5027344
4227,bahawalpur,1982,maize,19.38,28.47,31.01,38.0,55.53,37.69,42.02,23.93,45.34,50.75,50.45,3.59,0.982217,7.34811,7.71191,527.0796729
4230,bahawalpur,1983,maize,21.52,27.06,34.8,38.64,26.17,35.03,27.35,21.95,2.38,20.32,38.14,0.17,0.982217,7.34811,7.71191,522.9419704
4233,bahawalpur,1984,maize,25.68,30.29,37.21,38.88,24.95,19.31,12.99,24.67,9.91,4.4,0.15,0.63,0.982217,7.34811,7.71191,539.811066
4236,bahawalpur,1985,maize,25.66,30.1,35.85,37.96,15.81,27.51,15.01,27.22,1.84,21.77,2.09,1.69,0.982217,7.34811,7.71191,515.2741996
4239,bahawalpur,1986,maize,21.41,29.51,35.01,38.21,39.22,26.03,17.01,25.84,61.98,4.57,16.09,26.33,0.982217,7.34811,7.71191,524.4755243
4242,bahawalpur,1987,maize,23.78,30.68,33.33,37.97,32.58,16.26,26.06,25.21,9.36,0.26,11.78,20.43,0.982217,7.34811,7.71191,517.8420109
4245,bahawalpur,1988,maize,23.19,32.32,37.6,39.51,26.25,14.03,13.42,23.5,12.52,0.31,1.16,4.61,0.982217,7.34811,7.71191,556.6801619
4248,bahawalpur,1989,maize,22.84,28.85,34.62,37.83,30.08,17.6,12.25,28.15,23.18,1.46,0.06,15.58,0.982217,7.34811,7.71191,543.1025972
4251,bahawalpur,1990,maize,21.86,29.94,37.3,38.66,29.02,20.49,20.57,24.56,7.51,3.47,5.76,2.1,0.982217,7.34811,7.71191,556.6801619
4254,bahawalpur,1991,maize,24.05,29.13,35.67,38.96,22.77,20.71,15.46,18.13,0.8,4.9,0.06,1.74,0.982217,7.34811,7.71191,535.457751
4257,bahawalpur,1992,maize,22.19,28.17,34.27,39.14,25.59,26.26,17.46,17.21,5.65,13.8,8.49,1.97,0.982217,7.34811,7.71191,519.049102
4260,bahawalpur,1993,maize,21.74,30.41,36.53,38.46,27.83,21.78,15.57,25.26,15.07,9.65,17.2,10.07,0.982217,7.34811,7.71191,535.8418672
4263,bahawalpur,1994,maize,25.52,28.42,35.57,39.19,23.62,18.17,18.21,23.11,2.62,4.65,24.1,4.39,0.982217,7.34811,7.71191,520.5320996
4266,bahawalpur,1995,maize,21.3,27.21,35.6,38.29,35.41,31.0,15.47,23.57,7.96,36.32,1.38,18.48,0.982217,7.34811,7.71191,516.5433478
4269,bahawalpur,1996,maize,24.84,30.56,33.32,36.8,27.52,16.45,19.44,31.51,5.18,7.75,22.34,19.8,0.982217,7.34811,7.71191,528.0760429
4272,bahawalpur,1997,maize,22.98,28.31,32.97,37.13,26.95,23.5,20.51,30.61,7.61,13.84,8.61,21.34,0.982217,7.34811,7.71191,509.8215623
4275,bahawalpur,1998,maize,22.13,31.56,36.28,37.87,30.65,19.75,15.5,24.4,24.15,0.3,0.08,12.94,0.982217,7.34811,7.71191,704.7533364
4278,bahawalpur,1999,maize,23.9,31.56,35.62,38.35,24.01,10.5,19.44,24.9,4.82,0.0,2.3,3.32,0.982217,7.34811,7.71191,552.0794996
4281,bahawalpur,2000,maize,22.17,32.27,37.66,38.08,18.86,12.71,21.96,23.54,11.37,0.15,0.24,1.65,0.982217,7.34811,7.71191,554.0166206
4284,bahawalpur,2001,maize,24.67,30.33,37.57,38.2,17.48,21.82,23.8,29.97,1.08,8.47,7.99,12.9,0.982217,7.34811,7.71191,607.2874494
4287,bahawalpur,2002,maize,24.39,31.44,37.28,39.78,24.28,15.19,16.55,21.95,14.18,2.07,11.24,5.65,0.982217,7.34811,7.71191,607.2874494
4290,bahawalpur,2003,maize,23.57,30.93,34.86,39.08,23.19,16.73,11.43,23.08,0.96,0.6,2.72,9.12,0.982217,7.34811,7.71191,578.3689996
4293,bahawalpur,2004,maize,27.19,32.37,36.32,38.72,12.97,16.56,17.22,24.79,0.0,5.9,2.58,14.28,0.982217,7.34811,7.71191,607.2874494
4296,bahawalpur,2005,maize,23.2,29.24,33.31,39.06,45.78,18.64,22.51,21.32,30.51,3.06,18.06,0.73,0.982217,7.34811,7.71191,665.1243494
4299,bahawalpur,2006,maize,22.86,30.49,38.13,37.43,37.75,19.03,18.84,27.1,26.32,7.99,2.23,17.22,0.982217,7.34811,7.71191,665.1243494
4302,bahawalpur,2007,maize,22.21,32.14,35.66,37.57,42.5,22.88,21.2,36.59,18.55,28.78,28.03,42.86,0.982217,7.34811,7.71191,657.8947368
4305,bahawalpur,2008,maize,26.45,29.73,36.06,38.7,17.0,29.68,21.62,32.77,0.13,22.57,6.48,15.27,0.982217,7.34811,7.71191,644.0927494
4308,bahawalpur,2009,maize,24.72,29.63,36.97,38.03,28.69,25.01,16.99,21.41,11.04,8.24,3.88,6.11,0.982217,7.34811,7.71191,941.6022575
4311,bahawalpur,2010,maize,26.92,33.1,36.91,38.26,23.96,16.66,17.55,25.82,10.89,5.59,8.23,5.48,0.982217,7.34811,7.71191,1239.1117656000001
4314,bahawalpur,2011,maize,24.53,29.32,37.65,39.77,24.65,23.52,20.28,24.53,0.48,5.57,5.41,4.88,0.982217,7.34811,7.71191,1536.6212737
4317,bahawalpur,2012,maize,23.03,29.75,35.51,38.6,18.51,31.27,19.17,23.81,0.02,22.4,2.53,3.99,0.982217,7.34811,7.71191,1834.1307818
4320,bahawalpur,2013,maize,22.98,29.24,35.69,37.59,39.3,28.51,17.01,32.9,10.45,4.83,0.97,41.95,0.982217,7.34811,7.71191,2131.6402899
4323,bahawalpur,2014,maize,22.69,29.45,33.68,38.47,31.69,25.74,29.25,25.64,8.52,9.03,34.87,3.69,0.982217,7.34811,7.71191,2429.149798
4326,bahawalpur,2015,maize,21.09,30.01,35.69,36.34,50.32,32.54,18.71,33.84,45.26,22.44,13.7,71.48,0.982217,7.34811,7.71191,2631.578947
4329,bahawalpur,2016,maize,24.0,30.95,37.09,38.77,40.59,24.43,20.57,27.9,31.23,5.68,2.44,25.37,0.982217,7.34811,7.71191,3137.65
4332,bahawalpur,2017,maize,24.43,32.48,36.59,36.84,25.66,17.44,21.72,38.4,0.67,4.23,13.78,58.78,0.982217,7.34811,7.71191,2324.67
4335,bahawalpur,2018,maize,25.87,31.49,35.73,37.49,23.55,20.29,16.65,33.12,1.56,3.18,5.79,39.25,0.982217,7.34811,7.71191,2181.75
4338,bahawalpur,2019,maize,21.83,31.21,34.18,38.01,39.67,28.94,25.56,26.08,10.63,16.77,25.74,28.86,0.982217,7.34811,7.71191,3588.25
4341,bahawalpur,2020,maize,20.08,26.69,33.82,37.39,65.55,55.29,33.3,35.87,223.72,15.64,14.73,26.02,0.982217,7.34811,7.71191,3313.36034
4344,bahawalpur,2021,maize,25.4,29.22,34.65,37.2,30.63,23.83,28.04,35.07,11.8,3.72,26.58,25.55,0.982217,7.34811,7.71191,2526.315789
4347,bahawalpur,2022,maize,27.44,33.78,37.0,36.5,27.11,13.86,18.12,32.06,4.31,0.0,5.91,48.18,0.982217,7.34811,7.71191,2929.852106
4350,bahawalpur,2023,maize,24.19,28.6,32.54,35.0,41.42,36.45,35.91,47.95,38.47,15.29,77.34,51.36,0.982217,7.34811,7.71191,2439.208396
4353,bahawalpur,2024,maize,23.55,28.97,37.05,38.82,30.58,30.48,17.36,28.41,3.8,23.66,0.58,13.59,0.982217,7.34811,7.71191,2575.5385523385485
924,bhakkar,1981,maize,20.49,29.1,34.8,38.6,46.49,26.31,21.37,15.05,40.14,7.42,16.74,5.36,0.909666,7.03623,7.85192,404.8582996
927,bhakkar,1982,maize,17.86,26.34,29.99,36.45,60.58,45.83,43.88,26.89,86.34,61.59,84.36,15.18,0.909666,7.03623,7.85192,485.8299595
930,bhakkar,1983,maize,19.32,24.38,32.29,37.48,35.84,47.41,34.78,22.49,16.72,89.54,18.09,0.32,0.909666,7.03623,7.85192,472.4696356
933,bhakkar,1984,maize,24.03,28.62,36.29,38.95,28.76,26.52,12.47,22.68,12.75,12.92,0.0,52.61,0.909666,7.03623,7.85192,404.8582996
936,bhakkar,1985,maize,23.52,28.81,34.39,38.85,21.23,30.55,17.26,21.46,4.42,25.02,0.43,5.29,0.909666,7.03623,7.85192,404.8582996
939,bhakkar,1986,maize,19.33,27.11,33.11,37.88,46.67,34.09,20.42,23.46,64.61,26.71,35.8,12.36,0.909666,7.03623,7.85192,404.8582996
942,bhakkar,1987,maize,21.14,27.89,30.81,37.89,45.72,26.94,31.13,21.85,41.15,5.78,15.7,8.32,0.909666,7.03623,7.85192,449.7975709
945,bhakkar,1988,maize,21.21,30.15,36.44,39.82,32.99,20.54,11.79,18.55,23.52,3.18,1.81,2.29,0.909666,7.03623,7.85192,404.8582996
948,bhakkar,1989,maize,20.74,26.54,33.05,38.05,37.66,23.63,13.99,22.62,46.34,3.5,1.34,11.92,0.909666,7.03623,7.85192,462.7530364
951,bhakkar,1990,maize,19.93,27.27,36.17,39.01,37.6,29.31,21.47,21.61,23.88,14.87,2.23,10.84,0.909666,7.03623,7.85192,455.465587
954,bhakkar,1991,maize,22.1,26.8,33.88,38.59,28.98,28.73,18.55,15.35,4.23,18.84,2.45,3.41,0.909666,7.03623,7.85192,436.0323887
957,bhakkar,1992,maize,19.46,25.58,31.87,37.98,36.22,38.18,24.94,16.94,35.81,37.67,10.42,0.77,0.909666,7.03623,7.85192,438.4615385
960,bhakkar,1993,maize,19.37,28.79,34.89,37.86,36.72,27.68,16.84,21.81,40.91,10.04,6.91,11.27,0.909666,7.03623,7.85192,436.0323887
963,bhakkar,1994,maize,23.26,25.65,34.1,39.11,31.56,27.65,18.66,20.25,16.35,30.87,9.17,2.44,0.909666,7.03623,7.85192,498.3805668
966,bhakkar,1995,maize,20.06,25.46,33.78,38.39,37.74,37.08,21.29,21.18,38.38,53.44,10.56,14.74,0.909666,7.03623,7.85192,433.6032389
969,bhakkar,1996,maize,22.1,29.02,32.47,36.99,35.4,21.64,18.84,27.92,19.63,10.39,11.42,33.64,0.909666,7.03623,7.85192,520.6477733
972,bhakkar,1997,maize,21.01,26.57,31.76,37.6,30.34,32.48,21.23,26.78,13.88,40.83,4.46,12.26,0.909666,7.03623,7.85192,472.4696356
975,bhakkar,1998,maize,20.23,29.86,34.82,37.3,33.39,21.95,17.6,22.02,4.51,1.24,3.14,24.17,0.909666,7.03623,7.85192,445.3441296
978,bhakkar,1999,maize,21.8,29.82,35.1,38.66,32.89,14.68,18.7,19.24,12.91,0.01,13.47,0.74,0.909666,7.03623,7.85192,506.0728745
981,bhakkar,2000,maize,20.6,30.82,37.2,37.89,23.97,15.24,19.75,22.21,10.61,0.02,33.12,13.43,0.909666,7.03623,7.85192,520.6477733
984,bhakkar,2001,maize,22.93,28.14,36.88,37.48,22.17,28.34,21.4,30.81,5.32,47.17,6.59,55.89,0.909666,7.03623,7.85192,539.6761134
987,bhakkar,2002,maize,22.5,29.24,36.06,38.61,34.18,22.72,16.08,20.25,12.71,7.77,21.83,12.86,0.909666,7.03623,7.85192,539.6761134
990,bhakkar,2003,maize,21.24,29.62,33.5,39.58,33.35,22.13,13.21,17.22,5.38,2.58,1.9,1.96,0.909666,7.03623,7.85192,539.6761134
993,bhakkar,2004,maize,25.9,31.08,35.24,38.09,17.53,19.44,16.78,23.65,0.0,5.02,1.93,31.98,0.909666,7.03623,7.85192,556.6801619
996,bhakkar,2005,maize,21.37,26.87,31.6,38.78,50.62,28.84,26.73,19.74,73.56,11.55,16.62,3.95,0.909666,7.03623,7.85192,485.8299595
999,bhakkar,2006,maize,21.25,28.87,37.05,36.85,43.09,21.95,20.63,25.93,26.9,2.96,33.3,24.01,0.909666,7.03623,7.85192,485.8299595
1002,bhakkar,2007,maize,19.9,30.75,34.78,37.55,51.49,29.92,23.44,33.62,56.11,2.11,5.37,73.71,0.909666,7.03623,7.85192,303.6437247
1005,bhakkar,2008,maize,24.8,27.5,34.94,38.56,22.74,36.83,22.61,33.46,1.5,42.68,18.1,39.4,0.909666,7.03623,7.85192,404.8582996
1008,bhakkar,2009,maize,22.26,27.08,34.55,37.2,37.77,35.36,22.66,20.59,18.46,26.53,4.24,3.45,0.909666,7.03623,7.85192,489.9781505166666
1011,bhakkar,2010,maize,25.33,31.47,35.17,37.61,32.49,21.82,20.75,25.96,27.59,2.27,3.41,37.01,0.909666,7.03623,7.85192,491.96144651116583
1014,bhakkar,2011,maize,22.24,27.63,36.7,38.37,32.55,30.4,20.66,26.83,1.72,12.54,7.75,26.96,0.909666,7.03623,7.85192,493.9447425056651
1017,bhakkar,2012,maize,20.35,27.3,33.5,38.36,28.2,41.7,24.69,19.93,2.99,55.3,1.3,2.68,0.909666,7.03623,7.85192,495.9280385001639
1020,bhakkar,2013,maize,21.29,26.68,34.03,37.33,45.07,39.27,22.15,30.5,40.09,15.53,4.17,82.1,0.909666,7.03623,7.85192,497.91133449466315
1023,bhakkar,2014,maize,20.34,26.91,32.7,38.63,42.58,36.28,29.86,23.08,23.39,47.84,20.94,21.42,0.909666,7.03623,7.85192,499.8946304891624
1026,bhakkar,2015,maize,20.12,28.06,34.27,36.58,53.51,40.03,24.05,27.42,80.4,26.21,2.72,22.2,0.909666,7.03623,7.85192,501.87792648366167
1029,bhakkar,2016,maize,22.39,28.48,36.05,39.19,45.79,32.22,23.04,24.78,47.97,12.74,13.12,11.58,0.909666,7.03623,7.85192,503.8612224781609
1032,bhakkar,2017,maize,22.01,30.21,35.47,37.2,36.67,26.4,21.74,32.0,6.19,21.89,2.93,43.74,0.909666,7.03623,7.85192,505.84451847265973
1035,bhakkar,2018,maize,23.86,29.42,33.64,37.63,35.91,29.12,23.21,30.03,27.15,13.12,6.52,24.18,0.909666,7.03623,7.85192,507.827814467159
1038,bhakkar,2019,maize,19.52,28.72,33.02,37.08,48.83,37.92,27.29,25.9,41.75,27.28,23.86,34.64,0.909666,7.03623,7.85192,509.81111046165825
1041,bhakkar,2020,maize,18.81,24.84,31.04,35.02,68.87,61.4,46.27,43.99,311.07,67.77,37.1,59.48,0.909666,7.03623,7.85192,511.7944064561575
1044,bhakkar,2021,maize,22.66,26.45,33.3,37.31,43.68,37.78,29.73,30.31,26.39,30.22,12.8,40.25,0.909666,7.03623,7.85192,513.7777024506568
1047,bhakkar,2022,maize,24.92,32.01,34.91,36.53,40.26,20.23,24.06,28.52,20.64,0.23,19.78,77.13,0.909666,7.03623,7.85192,515.760998445156
1050,bhakkar,2023,maize,22.06,27.04,30.8,35.73,50.89,42.41,40.06,43.37,83.95,27.07,78.15,87.89,0.909666,7.03623,7.85192,517.7442944396548
1053,bhakkar,2024,maize,21.01,26.14,34.55,38.64,41.56,40.28,25.34,24.55,46.27,60.14,2.31,14.02,0.909666,7.03623,7.85192,519.7275904341541
4488,bhawalnagar,1981,maize,21.78,30.96,35.99,38.85,41.9,18.34,20.03,15.21,26.1,1.89,12.25,6.83,0.957,7.69,7.909,541.147232
4491,bhawalnagar,1982,maize,18.7,27.31,30.05,37.2,60.28,43.59,46.69,26.56,67.77,77.1,61.79,19.22,0.957,7.69,7.909,573.2152162
4494,bhawalnagar,1983,maize,21.01,26.19,33.77,37.8,28.89,39.3,30.79,22.38,8.94,44.11,55.25,2.05,0.957,7.69,7.909,524.324683
4497,bhawalnagar,1984,maize,25.13,30.19,36.95,38.95,26.17,20.16,12.22,23.56,9.18,7.45,0.02,7.4,0.957,7.69,7.909,544.0283401
4500,bhawalnagar,1985,maize,25.4,29.81,35.82,38.18,16.49,27.64,14.65,24.71,3.13,17.75,4.23,8.48,0.957,7.69,7.909,484.5025551
4503,bhawalnagar,1986,maize,21.09,29.05,34.57,37.97,41.61,27.05,17.35,25.12,58.2,7.71,17.27,33.75,0.957,7.69,7.909,542.4315081
4506,bhawalnagar,1987,maize,23.21,30.39,32.27,37.46,35.97,17.78,29.61,26.29,14.97,1.24,29.17,31.08,0.957,7.69,7.909,506.0728745
4509,bhawalnagar,1988,maize,22.69,31.95,37.44,39.42,29.61,14.62,12.71,22.44,15.5,2.41,0.96,11.77,0.957,7.69,7.909,738.8663968
4512,bhawalnagar,1989,maize,22.34,28.47,34.55,37.81,32.11,17.45,11.49,26.54,21.11,2.76,2.34,14.21,0.957,7.69,7.909,553.7032628
4515,bhawalnagar,1990,maize,20.73,29.12,36.86,38.67,36.67,23.0,19.94,23.66,20.21,6.69,9.67,5.12,0.957,7.69,7.909,563.9097745
4518,bhawalnagar,1991,maize,23.99,28.54,35.46,38.48,22.35,23.02,14.88,19.56,1.44,12.2,1.38,8.82,0.957,7.69,7.909,535.236396
4521,bhawalnagar,1992,maize,21.77,27.99,33.99,38.87,30.67,26.09,18.84,17.22,9.08,10.25,15.58,4.36,0.957,7.69,7.909,569.8005696
4524,bhawalnagar,1993,maize,21.28,30.09,36.42,38.5,30.02,22.33,15.05,24.16,15.48,10.58,14.08,13.29,0.957,7.69,7.909,580.5515239
4527,bhawalnagar,1994,maize,25.44,28.18,35.46,39.13,23.42,18.83,18.59,22.58,2.93,7.61,24.13,10.81,0.957,7.69,7.909,580.5515239
4530,bhawalnagar,1995,maize,20.81,27.28,35.31,38.3,38.62,29.66,15.55,22.87,10.87,19.91,6.47,17.94,0.957,7.69,7.909,570.4821494
4533,bhawalnagar,1996,maize,24.14,30.6,33.26,35.74,31.75,15.82,18.73,37.15,11.51,5.59,17.19,62.43,0.957,7.69,7.909,578.3689996
4536,bhawalnagar,1997,maize,22.69,27.99,32.52,36.64,27.44,25.71,23.06,31.54,10.29,18.56,13.49,27.89,0.957,7.69,7.909,572.7263749
4539,bhawalnagar,1998,maize,21.82,31.33,36.28,37.48,30.04,18.9,15.08,25.56,8.05,0.5,0.37,19.12,0.957,7.69,7.909,622.0993385
4542,bhawalnagar,1999,maize,24.06,31.38,35.39,38.27,21.53,9.72,19.64,24.36,2.29,0.0,11.0,11.0,0.957,7.69,7.909,592.4755603
4545,bhawalnagar,2000,maize,22.22,32.17,37.48,37.89,18.68,11.89,20.53,23.7,5.07,0.05,0.76,5.22,0.957,7.69,7.909,618.5335134
4548,bhawalnagar,2001,maize,24.46,29.85,37.27,37.77,17.11,23.7,23.74,31.26,4.86,8.25,15.69,27.66,0.957,7.69,7.909,602.0969583
4551,bhawalnagar,2002,maize,24.43,31.48,37.1,39.44,24.21,15.03,16.43,21.58,14.05,1.44,16.33,7.56,0.957,7.69,7.909,640.241032
4554,bhawalnagar,2003,maize,23.26,30.73,34.62,38.92,26.27,17.4,11.85,23.27,2.06,0.14,5.17,15.27,0.957,7.69,7.909,652.2717049
4557,bhawalnagar,2004,maize,26.95,32.3,35.9,37.77,13.92,16.51,18.43,28.01,0.0,3.18,9.06,44.17,0.957,7.69,7.909,1250.29769
4560,bhawalnagar,2005,maize,22.9,28.58,33.08,39.08,49.88,20.69,23.13,20.85,36.5,2.78,20.92,4.01,0.957,7.69,7.909,2112.854251
4563,bhawalnagar,2006,maize,22.89,30.55,38.02,36.01,38.15,17.67,19.15,32.94,23.11,6.0,13.14,54.08,0.957,7.69,7.909,1998.987854
4566,bhawalnagar,2007,maize,22.19,32.36,36.12,37.02,42.51,20.77,19.31,38.94,14.65,10.39,8.08,113.98,0.957,7.69,7.909,2165.991903
4569,bhawalnagar,2008,maize,26.31,29.24,35.49,36.86,17.34,30.83,23.42,40.35,0.14,19.68,21.57,59.23,0.957,7.69,7.909,2104.036315
4572,bhawalnagar,2009,maize,24.28,29.33,36.55,37.96,29.37,26.47,18.26,20.98,17.6,7.49,7.72,5.77,0.957,7.69,7.909,2460.29274
4575,bhawalnagar,2010,maize,26.89,33.04,36.7,37.64,22.94,16.07,17.08,26.68,4.93,1.36,5.03,27.24,0.957,7.69,7.909,2202.42915
4578,bhawalnagar,2011,maize,24.31,28.71,37.07,38.93,26.0,27.26,21.84,27.49,0.56,23.54,17.3,25.12,0.957,7.69,7.909,2398.02
4581,bhawalnagar,2012,maize,22.78,29.42,35.27,38.55,18.59,31.49,18.33,23.05,0.28,20.49,4.45,6.39,0.957,7.69,7.909,2569.230769
4584,bhawalnagar,2013,maize,22.68,29.25,35.81,37.52,39.88,28.37,16.26,31.27,7.35,6.05,2.73,39.39,0.957,7.69,7.909,2344.80431
4587,bhawalnagar,2014,maize,22.35,28.85,33.28,38.18,32.98,28.01,29.95,25.98,7.83,17.29,38.31,18.53,0.957,7.69,7.909,2396.76113
